"service_id","date","exception_type"
"1215900534","20240128","1"
"1215900534","20240204","1"
"1215900534","20240211","1"
"1215900534","20240218","1"
"1215900534","20240225","1"
"1215900534","20240303","1"
"1215900534","20240310","1"
"1215900534","20240317","1"
"1215900534","20240324","1"
"1215900534","20240331","1"
"1215900534","20240401","1"
"1215900534","20240407","1"
"1215900534","20240414","1"
"1215900534","20240421","1"
"1215900534","20240425","1"
"1215900534","20240428","1"
"1215900534","20240501","1"
"1215900534","20240505","1"
"1215900534","20240512","1"
"1215900534","20240519","1"
"1215900534","20240526","1"
"1215900534","20240602","1"
"1215900534","20240609","1"
"1215900534","20240616","1"
"1215900534","20240623","1"
"1215900534","20240630","1"
"1215900534","20240707","1"
"1215900534","20240714","1"
"1215900534","20240721","1"
"1215900534","20240728","1"
"1215900534","20240804","1"
"1215900534","20240811","1"
"1215900534","20240815","1"
"1215900534","20240818","1"
"1215900534","20240825","1"
"1215900534","20240901","1"
"1215900534","20240908","1"
"1215900534","20240915","1"
"1215900534","20240922","1"
"1215900534","20240929","1"
"1215900534","20241006","1"
"1215900534","20241013","1"
"1215900534","20241020","1"
"1215900534","20241027","1"
"1215900534","20241101","1"
"1215900534","20241103","1"
"1215900534","20241110","1"
"1215900534","20241117","1"
"1215900534","20241124","1"
"1215900534","20241201","1"
"1215900534","20241208","1"
"1215900534","20241215","1"
"1215900534","20241222","1"
"1215900534","20241225","1"
"1215900534","20241226","1"
"1215900534","20241229","1"
"1215900534","20250101","1"
"1215900534","20250105","1"
"1215900534","20250106","1"
"1215900534","20250112","1"
"1215900534","20250119","1"
"1215900534","20250126","1"
"1215900534","20250202","1"
"1215900534","20250209","1"
"1215900534","20250216","1"
"1215900534","20250223","1"
"1215900534","20250302","1"
"1215900534","20250309","1"
"1215900534","20250316","1"
"1215900534","20250323","1"
"1215900534","20250330","1"
"1215900534","20250406","1"
"1215900534","20250413","1"
"1215900534","20250420","1"
"1215900534","20250421","1"
"1215900534","20250425","1"
"1215900534","20250427","1"
"1215900534","20250501","1"
"1215900534","20250504","1"
"1215900534","20250511","1"
"1215900534","20250518","1"
"1215900534","20250525","1"
"1215900534","20250601","1"
"1215900534","20250602","1"
"1215900534","20250608","1"
"1215900534","20250615","1"
"1215900534","20250622","1"
"1215900534","20250629","1"
"1215900534","20250706","1"
"1215900534","20250713","1"
"1215900534","20250720","1"
"1215900534","20250727","1"
"1215900534","20250803","1"
"1215900534","20250810","1"
"1215900534","20250815","1"
"1215900534","20250817","1"
"1215900534","20250824","1"
"1215900534","20250831","1"
"1215900534","20250907","1"
"1215900534","20250914","1"
"1215900534","20250921","1"
"1215900534","20250928","1"
"1215900534","20251005","1"
"1215900534","20251012","1"
"1215900534","20251019","1"
"1215900534","20251026","1"
"1215900534","20251101","1"
"1215900534","20251102","1"
"1215900534","20251109","1"
"1215900534","20251116","1"
"1215900534","20251123","1"
"1215900534","20251130","1"
"1215900534","20251207","1"
"1215900534","20251214","1"
"1215900534","20251221","1"
"1215900534","20251225","1"
"1215900534","20251226","1"
"1215900534","20251228","1"
"1298274421","20210529","1"
"1298274421","20210531","1"
"1298274421","20210601","1"
"1298274421","20210603","1"
"1298274421","20210604","1"
"1298274421","20210605","1"
"1298274421","20210607","1"
"1298274421","20210608","1"
"1298274421","20210609","1"
"1298274421","20210610","1"
"1298274421","20210611","1"
"1298274421","20210612","1"
"1298274421","20210614","1"
"1298274421","20210615","1"
"1298274421","20210616","1"
"1298274421","20210617","1"
"1298274421","20210618","1"
"1298274421","20210619","1"
"1298274421","20240615","1"
"1298274421","20240617","1"
"1298274421","20240618","1"
"1298274421","20240619","1"
"1298274421","20240620","1"
"1298274421","20240621","1"
"1298274421","20240622","1"
"1298274421","20240624","1"
"1298274421","20240625","1"
"1298274421","20240626","1"
"1298274421","20240627","1"
"1298274421","20240628","1"
"1298274421","20240629","1"
"1298274421","20240701","1"
"1298274421","20240702","1"
"1298274421","20240703","1"
"1298274421","20240704","1"
"1298274421","20240705","1"
"1298274421","20240706","1"
"1298274421","20240708","1"
"1298274421","20240709","1"
"1298274421","20240710","1"
"1298274421","20240711","1"
"1298274421","20240712","1"
"1298274421","20240713","1"
"1298274421","20240715","1"
"1298274421","20240716","1"
"1298274421","20240717","1"
"1298274421","20240718","1"
"1298274421","20240719","1"
"1298274421","20240720","1"
"1298274421","20240722","1"
"1298274421","20240723","1"
"1298274421","20240724","1"
"1298274421","20240725","1"
"1298274421","20240726","1"
"1298274421","20240727","1"
"1298274421","20240729","1"
"1298274421","20240730","1"
"1298274421","20240731","1"
"1298274421","20240801","1"
"1298274421","20240802","1"
"1298274421","20240803","1"
"1298274421","20240805","1"
"1298274421","20240806","1"
"1298274421","20240807","1"
"1298274421","20240808","1"
"1298274421","20240809","1"
"1298274421","20240810","1"
"1298274421","20240812","1"
"1298274421","20240813","1"
"1298274421","20240814","1"
"1298274421","20240816","1"
"1298274421","20240817","1"
"1298274421","20240819","1"
"1298274421","20240820","1"
"1298274421","20240821","1"
"1298274421","20240822","1"
"1298274421","20240823","1"
"1298274421","20240824","1"
"1298274421","20240826","1"
"1298274421","20240827","1"
"1298274421","20240828","1"
"1298274421","20240829","1"
"1298274421","20240830","1"
"1298274421","20240831","1"
"1298274421","20240902","1"
"1298274421","20240903","1"
"1298274421","20240904","1"
"1298274421","20240905","1"
"1298274421","20240906","1"
"1298274421","20240907","1"
"1298274421","20240909","1"
"1298274421","20240910","1"
"1298274421","20240911","1"
"1298274421","20240912","1"
"1298274421","20240913","1"
"1298274421","20240914","1"
"1298274421","20240916","1"
"1298274421","20240917","1"
"1298274421","20240918","1"
"1298274421","20240919","1"
"1298274421","20240920","1"
"1298274421","20240921","1"
"1298274421","20240923","1"
"1298274421","20240924","1"
"1298274421","20240925","1"
"1298274421","20240926","1"
"1298274421","20240927","1"
"1298274421","20240928","1"
"1298274421","20240930","1"
"1298274421","20241001","1"
"1298274421","20241002","1"
"1298274421","20241003","1"
"1298274421","20241004","1"
"1298274421","20241005","1"
"1298274421","20241007","1"
"1298274421","20241008","1"
"1298274421","20241009","1"
"1298274421","20241010","1"
"1298274421","20241011","1"
"1298274421","20241012","1"
"1298274421","20241014","1"
"1298274421","20241015","1"
"1298274421","20241016","1"
"1298274421","20241017","1"
"1298274421","20241018","1"
"1298274421","20241019","1"
"1298274421","20241021","1"
"1298274421","20241022","1"
"1298274421","20241023","1"
"1298274421","20241024","1"
"1298274421","20241025","1"
"1298274421","20241026","1"
"1298274421","20241028","1"
"1298274421","20241029","1"
"1298274421","20241030","1"
"1298274421","20241031","1"
"1298274421","20241102","1"
"1298274421","20241104","1"
"1298274421","20241105","1"
"1298274421","20241106","1"
"1298274421","20241107","1"
"1298274421","20241108","1"
"1298274421","20241109","1"
"1298274421","20241111","1"
"1298274421","20241112","1"
"1298274421","20241113","1"
"1298274421","20241114","1"
"1298274421","20241115","1"
"1298274421","20241116","1"
"1298274421","20241118","1"
"1298274421","20241119","1"
"1298274421","20241120","1"
"1298274421","20241121","1"
"1298274421","20241122","1"
"1298274421","20241123","1"
"1298274421","20241125","1"
"1298274421","20241126","1"
"1298274421","20241127","1"
"1298274421","20241128","1"
"1298274421","20241129","1"
"1298274421","20241130","1"
"1298274421","20241202","1"
"1298274421","20241203","1"
"1298274421","20241204","1"
"1298274421","20241205","1"
"1298274421","20241206","1"
"1298274421","20241207","1"
"1298274421","20241209","1"
"1298274421","20241210","1"
"1298274421","20231214","1"
"1298274421","20231215","1"
"1298274421","20231216","1"
"1298274421","20231218","1"
"1298274421","20231219","1"
"1298274421","20231220","1"
"1298274421","20231221","1"
"1298274421","20231222","1"
"1298274421","20231223","1"
"1298274421","20231227","1"
"1298274421","20231228","1"
"1298274421","20231229","1"
"1298274421","20231230","1"
"1298274421","20240102","1"
"1298274421","20240103","1"
"1298274421","20240104","1"
"1298274421","20240105","1"
"1298274421","20240108","1"
"1298274421","20240109","1"
"1298274421","20240110","1"
"1298274421","20240111","1"
"1298274421","20240112","1"
"1298274421","20240113","1"
"1298274421","20240115","1"
"1298274421","20240116","1"
"1298274421","20240117","1"
"1298274421","20240118","1"
"1298274421","20240119","1"
"1298274421","20240120","1"
"1298274421","20240122","1"
"1298274421","20240123","1"
"1298274421","20240124","1"
"1298274421","20240125","1"
"1298274421","20240126","1"
"1298274421","20240127","1"
"1298274421","20240129","1"
"1298274421","20240130","1"
"1298274421","20240131","1"
"1298274421","20240201","1"
"1298274421","20240202","1"
"1298274421","20240203","1"
"1298274421","20240205","1"
"1298274421","20240206","1"
"1298274421","20240207","1"
"1298274421","20240208","1"
"1298274421","20240209","1"
"1298274421","20240210","1"
"1298274421","20240212","1"
"1298274421","20240213","1"
"1298274421","20240214","1"
"1298274421","20240215","1"
"1298274421","20240216","1"
"1298274421","20240217","1"
"1298274421","20240219","1"
"1298274421","20240220","1"
"1298274421","20240221","1"
"1298274421","20240222","1"
"1298274421","20240223","1"
"1298274421","20240224","1"
"1298274421","20240226","1"
"1298274421","20240227","1"
"1298274421","20240228","1"
"1298274421","20240229","1"
"1298274421","20240301","1"
"1298274421","20240302","1"
"1298274421","20240304","1"
"1298274421","20240305","1"
"1298274421","20240306","1"
"1298274421","20240307","1"
"1298274421","20240308","1"
"1298274421","20240309","1"
"1298274421","20240311","1"
"1298274421","20240312","1"
"1298274421","20240313","1"
"1298274421","20240314","1"
"1298274421","20240315","1"
"1298274421","20240316","1"
"1298274421","20240318","1"
"1298274421","20240319","1"
"1298274421","20240320","1"
"1298274421","20240321","1"
"1298274421","20240322","1"
"1298274421","20240323","1"
"1298274421","20240325","1"
"1298274421","20240326","1"
"1298274421","20240327","1"
"1298274421","20240328","1"
"1298274421","20240329","1"
"1298274421","20240330","1"
"1298274421","20240402","1"
"1298274421","20240403","1"
"1298274421","20240404","1"
"1298274421","20240405","1"
"1298274421","20240406","1"
"1298274421","20240408","1"
"1298274421","20240409","1"
"1298274421","20240410","1"
"1298274421","20240411","1"
"1298274421","20240412","1"
"1298274421","20240413","1"
"1298274421","20240415","1"
"1298274421","20240416","1"
"1298274421","20240417","1"
"1298274421","20240418","1"
"1298274421","20240419","1"
"1298274421","20240420","1"
"1298274421","20240422","1"
"1298274421","20240423","1"
"1298274421","20240424","1"
"1298274421","20240426","1"
"1298274421","20240427","1"
"1298274421","20240429","1"
"1298274421","20240430","1"
"1298274421","20240502","1"
"1298274421","20240503","1"
"1298274421","20240504","1"
"1298274421","20240506","1"
"1298274421","20240507","1"
"1298274421","20240508","1"
"1298274421","20240509","1"
"1298274421","20240510","1"
"1298274421","20240511","1"
"1298274421","20240513","1"
"1298274421","20240514","1"
"1298274421","20240515","1"
"1298274421","20240516","1"
"1298274421","20240517","1"
"1298274421","20240518","1"
"1298274421","20240520","1"
"1298274421","20240521","1"
"1298274421","20240522","1"
"1298274421","20240523","1"
"1298274421","20240524","1"
"1298274421","20240525","1"
"1298274421","20240527","1"
"1298274421","20240528","1"
"1298274421","20240529","1"
"1298274421","20240530","1"
"1298274421","20240531","1"
"1298274421","20240601","1"
"1298274421","20240603","1"
"1298274421","20240604","1"
"1298274421","20240605","1"
"1298274421","20240606","1"
"1298274421","20240607","1"
"1298274421","20240608","1"
"1298274421","20240610","1"
"1298274421","20240611","1"
"1298274421","20240612","1"
"1298274421","20240613","1"
"1298274421","20240614","1"
"1298274421","20210621","1"
"1298274421","20210622","1"
"1298274421","20210623","1"
"1298274421","20210624","1"
"1298274421","20210625","1"
"1298274421","20210626","1"
"1298274421","20210628","1"
"1298274421","20210629","1"
"1298274421","20210630","1"
"1298274421","20210701","1"
"1298274421","20210702","1"
"1298274421","20210703","1"
"1298274421","20210705","1"
"1298274421","20210706","1"
"1298274421","20210707","1"
"1298274421","20210708","1"
"1298274421","20210709","1"
"1298274421","20210710","1"
"1298274421","20210712","1"
"1298274421","20210713","1"
"1298274421","20210714","1"
"1298274421","20210715","1"
"1298274421","20210716","1"
"1298274421","20210717","1"
"1298274421","20210719","1"
"1298274421","20210720","1"
"1298274421","20210721","1"
"1298274421","20210722","1"
"1298274421","20210723","1"
"1298274421","20210724","1"
"1298274421","20210726","1"
"1298274421","20210727","1"
"1298274421","20210728","1"
"1298274421","20210729","1"
"1298274421","20210730","1"
"1298274421","20210731","1"
"1298274421","20210802","1"
"1298274421","20210803","1"
"1298274421","20210804","1"
"1298274421","20210805","1"
"1298274421","20210806","1"
"1298274421","20210807","1"
"1298274421","20210809","1"
"1298274421","20210810","1"
"1298274421","20210811","1"
"1298274421","20210812","1"
"1298274421","20210813","1"
"1298274421","20210814","1"
"1298274421","20210816","1"
"1298274421","20210817","1"
"1298274421","20210818","1"
"1298274421","20210819","1"
"1298274421","20210820","1"
"1298274421","20210821","1"
"1298274421","20210823","1"
"1298274421","20210824","1"
"1298274421","20210825","1"
"1298274421","20210826","1"
"1298274421","20210827","1"
"1298274421","20210828","1"
"1298274421","20210830","1"
"1298274421","20210831","1"
"1298274421","20210901","1"
"1298274421","20210902","1"
"1298274421","20210903","1"
"1298274421","20210904","1"
"1298274421","20210906","1"
"1298274421","20210907","1"
"1298274421","20210908","1"
"1298274421","20210909","1"
"1298274421","20210910","1"
"1298274421","20210911","1"
"1298274421","20210913","1"
"1298274421","20210914","1"
"1298274421","20210915","1"
"1298274421","20210916","1"
"1298274421","20210917","1"
"1298274421","20210918","1"
"1298274421","20210920","1"
"1298274421","20210921","1"
"1298274421","20210922","1"
"1298274421","20210923","1"
"1298274421","20210924","1"
"1298274421","20210925","1"
"1298274421","20210927","1"
"1298274421","20210928","1"
"1298274421","20210929","1"
"1298274421","20210930","1"
"1298274421","20211001","1"
"1298274421","20211002","1"
"1298274421","20211004","1"
"1298274421","20211005","1"
"1298274421","20211006","1"
"1298274421","20211007","1"
"1298274421","20211008","1"
"1298274421","20211009","1"
"1298274421","20211011","1"
"1298274421","20211012","1"
"1298274421","20211013","1"
"1298274421","20211014","1"
"1298274421","20211015","1"
"1298274421","20211016","1"
"1298274421","20211018","1"
"1298274421","20211019","1"
"1298274421","20211020","1"
"1298274421","20211021","1"
"1298274421","20211022","1"
"1298274421","20211023","1"
"1298274421","20211025","1"
"1298274421","20211026","1"
"1298274421","20211027","1"
"1298274421","20211028","1"
"1298274421","20211029","1"
"1298274421","20211030","1"
"1298274421","20211102","1"
"1298274421","20211103","1"
"1298274421","20211104","1"
"1298274421","20211105","1"
"1298274421","20211106","1"
"1298274421","20211108","1"
"1298274421","20211109","1"
"1298274421","20211110","1"
"1298274421","20211111","1"
"1298274421","20211112","1"
"1298274421","20211113","1"
"1298274421","20211115","1"
"1298274421","20211116","1"
"1298274421","20211117","1"
"1298274421","20211118","1"
"1298274421","20211119","1"
"1298274421","20211120","1"
"1298274421","20211122","1"
"1298274421","20211123","1"
"1298274421","20211124","1"
"1298274421","20211125","1"
"1298274421","20211126","1"
"1298274421","20211127","1"
"1298274421","20211129","1"
"1298274421","20211130","1"
"1298274421","20211201","1"
"1298274421","20211202","1"
"1298274421","20211203","1"
"1298274421","20211204","1"
"1298274421","20211206","1"
"1298274421","20211207","1"
"1298274421","20211209","1"
"1298274421","20211210","1"
"1298274421","20211211","1"
"1298274421","20211213","1"
"1298274421","20211214","1"
"1298274421","20211215","1"
"1298274421","20241211","1"
"1298274421","20241212","1"
"1298274421","20241213","1"
"1298274421","20241214","1"
"1298274421","20241216","1"
"1298274421","20241217","1"
"1298274421","20241218","1"
"1298274421","20241219","1"
"1298274421","20241220","1"
"1298274421","20241221","1"
"1298274421","20241223","1"
"1298274421","20241224","1"
"1298274421","20241227","1"
"1298274421","20241228","1"
"1298274421","20241230","1"
"1298274421","20241231","1"
"1298274421","20250102","1"
"1298274421","20250103","1"
"1298274421","20250104","1"
"1298274421","20250107","1"
"1298274421","20250108","1"
"1298274421","20250109","1"
"1298274421","20250110","1"
"1298274421","20250111","1"
"1298274421","20250113","1"
"1298274421","20250114","1"
"1298274421","20250115","1"
"1298274421","20250116","1"
"1298274421","20250117","1"
"1298274421","20250118","1"
"1298274421","20250120","1"
"1298274421","20250121","1"
"1298274421","20250122","1"
"1298274421","20250123","1"
"1298274421","20250124","1"
"1298274421","20250125","1"
"1298274421","20250127","1"
"1298274421","20250128","1"
"1298274421","20250129","1"
"1298274421","20250130","1"
"1298274421","20250131","1"
"1298274421","20250201","1"
"1298274421","20250203","1"
"1298274421","20250204","1"
"1298274421","20250205","1"
"1298274421","20250206","1"
"1298274421","20250207","1"
"1298274421","20250208","1"
"1298274421","20250210","1"
"1298274421","20250211","1"
"1298274421","20250212","1"
"1298274421","20250213","1"
"1298274421","20250214","1"
"1298274421","20250215","1"
"1298274421","20250217","1"
"1298274421","20250218","1"
"1298274421","20250219","1"
"1298274421","20250220","1"
"1298274421","20250221","1"
"1298274421","20250222","1"
"1298274421","20250224","1"
"1298274421","20250225","1"
"1298274421","20250226","1"
"1298274421","20250227","1"
"1298274421","20250228","1"
"1298274421","20250301","1"
"1298274421","20250303","1"
"1298274421","20250304","1"
"1298274421","20250305","1"
"1298274421","20250306","1"
"1298274421","20250307","1"
"1298274421","20250308","1"
"1298274421","20250310","1"
"1298274421","20250311","1"
"1298274421","20250312","1"
"1298274421","20250313","1"
"1298274421","20250314","1"
"1298274421","20250315","1"
"1298274421","20250317","1"
"1298274421","20250318","1"
"1298274421","20250319","1"
"1298274421","20250320","1"
"1298274421","20250321","1"
"1298274421","20250322","1"
"1298274421","20250324","1"
"1298274421","20250325","1"
"1298274421","20250326","1"
"1298274421","20250327","1"
"1298274421","20250328","1"
"1298274421","20250329","1"
"1298274421","20250331","1"
"1298274421","20250401","1"
"1298274421","20250402","1"
"1298274421","20250403","1"
"1298274421","20250404","1"
"1298274421","20250405","1"
"1298274421","20250407","1"
"1298274421","20250408","1"
"1298274421","20250409","1"
"1298274421","20250410","1"
"1298274421","20250411","1"
"1298274421","20250412","1"
"1298274421","20250414","1"
"1298274421","20250415","1"
"1298274421","20250416","1"
"1298274421","20250417","1"
"1298274421","20250418","1"
"1298274421","20250419","1"
"1298274421","20250422","1"
"1298274421","20250423","1"
"1298274421","20250424","1"
"1298274421","20250426","1"
"1298274421","20250428","1"
"1298274421","20250429","1"
"1298274421","20250430","1"
"1298274421","20250502","1"
"1298274421","20250503","1"
"1298274421","20250505","1"
"1298274421","20250506","1"
"1298274421","20250507","1"
"1298274421","20250508","1"
"1298274421","20250509","1"
"1298274421","20250510","1"
"1298274421","20250512","1"
"1298274421","20250513","1"
"1298274421","20250514","1"
"1298274421","20250515","1"
"1298274421","20250516","1"
"1298274421","20250517","1"
"1298274421","20250519","1"
"1298274421","20250520","1"
"1298274421","20250521","1"
"1298274421","20250522","1"
"1298274421","20250523","1"
"1298274421","20250524","1"
"1298274421","20250526","1"
"1298274421","20250527","1"
"1298274421","20250528","1"
"1298274421","20250529","1"
"1298274421","20250530","1"
"1298274421","20250531","1"
"1298274421","20250603","1"
"1298274421","20250604","1"
"1298274421","20250605","1"
"1298274421","20250606","1"
"1298274421","20250607","1"
"1298274421","20250609","1"
"1298274421","20250610","1"
"1298274421","20250611","1"
"1298274421","20250612","1"
"1298274421","20250613","1"
"1298274421","20211216","1"
"1298274421","20211217","1"
"1298274421","20211218","1"
"1298274421","20211220","1"
"1298274421","20211221","1"
"1298274421","20211222","1"
"1298274421","20211223","1"
"1298274421","20211224","1"
"1298274421","20211227","1"
"1298274421","20211228","1"
"1298274421","20211229","1"
"1298274421","20211230","1"
"1298274421","20211231","1"
"1298274421","20220103","1"
"1298274421","20220104","1"
"1298274421","20220105","1"
"1298274421","20220107","1"
"1298274421","20220108","1"
"1298274421","20220110","1"
"1298274421","20220111","1"
"1298274421","20220112","1"
"1298274421","20220113","1"
"1298274421","20220114","1"
"1298274421","20220115","1"
"1298274421","20220117","1"
"1298274421","20220118","1"
"1298274421","20220119","1"
"1298274421","20220120","1"
"1298274421","20220121","1"
"1298274421","20220122","1"
"1298274421","20220124","1"
"1298274421","20220125","1"
"1298274421","20220126","1"
"1298274421","20220127","1"
"1298274421","20220128","1"
"1298274421","20220129","1"
"1298274421","20220131","1"
"1298274421","20220201","1"
"1298274421","20220202","1"
"1298274421","20220203","1"
"1298274421","20220204","1"
"1298274421","20220205","1"
"1298274421","20220207","1"
"1298274421","20220208","1"
"1298274421","20220209","1"
"1298274421","20220210","1"
"1298274421","20220211","1"
"1298274421","20220212","1"
"1298274421","20220214","1"
"1298274421","20220215","1"
"1298274421","20220216","1"
"1298274421","20220217","1"
"1298274421","20220218","1"
"1298274421","20220219","1"
"1298274421","20220221","1"
"1298274421","20220222","1"
"1298274421","20220223","1"
"1298274421","20220224","1"
"1298274421","20220225","1"
"1298274421","20220226","1"
"1298274421","20220228","1"
"1298274421","20220301","1"
"1298274421","20220302","1"
"1298274421","20220303","1"
"1298274421","20220304","1"
"1298274421","20220305","1"
"1298274421","20220307","1"
"1298274421","20220308","1"
"1298274421","20220309","1"
"1298274421","20220310","1"
"1298274421","20220311","1"
"1298274421","20220312","1"
"1298274421","20220314","1"
"1298274421","20220315","1"
"1298274421","20220316","1"
"1298274421","20220317","1"
"1298274421","20220318","1"
"1298274421","20220319","1"
"1298274421","20220321","1"
"1298274421","20220322","1"
"1298274421","20220323","1"
"1298274421","20220324","1"
"1298274421","20220325","1"
"1298274421","20220326","1"
"1298274421","20220328","1"
"1298274421","20220329","1"
"1298274421","20220330","1"
"1298274421","20220331","1"
"1298274421","20220401","1"
"1298274421","20220402","1"
"1298274421","20220404","1"
"1298274421","20220405","1"
"1298274421","20220406","1"
"1298274421","20220407","1"
"1298274421","20220408","1"
"1298274421","20220409","1"
"1298274421","20220411","1"
"1298274421","20220412","1"
"1298274421","20220413","1"
"1298274421","20220414","1"
"1298274421","20220415","1"
"1298274421","20220416","1"
"1298274421","20220419","1"
"1298274421","20220420","1"
"1298274421","20220421","1"
"1298274421","20220422","1"
"1298274421","20220423","1"
"1298274421","20220426","1"
"1298274421","20220427","1"
"1298274421","20220428","1"
"1298274421","20220429","1"
"1298274421","20220430","1"
"1298274421","20220502","1"
"1298274421","20220503","1"
"1298274421","20220504","1"
"1298274421","20220505","1"
"1298274421","20220506","1"
"1298274421","20220507","1"
"1298274421","20220509","1"
"1298274421","20220510","1"
"1298274421","20220511","1"
"1298274421","20220512","1"
"1298274421","20220513","1"
"1298274421","20220514","1"
"1298274421","20220516","1"
"1298274421","20220517","1"
"1298274421","20220518","1"
"1298274421","20220519","1"
"1298274421","20220520","1"
"1298274421","20220521","1"
"1298274421","20220523","1"
"1298274421","20220524","1"
"1298274421","20220525","1"
"1298274421","20220526","1"
"1298274421","20220527","1"
"1298274421","20220528","1"
"1298274421","20220530","1"
"1298274421","20220531","1"
"1298274421","20220601","1"
"1298274421","20220603","1"
"1298274421","20220604","1"
"1298274421","20220606","1"
"1298274421","20220607","1"
"1298274421","20220608","1"
"1298274421","20220609","1"
"1298274421","20220610","1"
"1298274421","20220611","1"
"1298274421","20220613","1"
"1298274421","20220614","1"
"1298274421","20220615","1"
"1298274421","20220616","1"
"1298274421","20250614","1"
"1298274421","20250616","1"
"1298274421","20250617","1"
"1298274421","20250618","1"
"1298274421","20250619","1"
"1298274421","20250620","1"
"1298274421","20250621","1"
"1298274421","20250623","1"
"1298274421","20250624","1"
"1298274421","20250625","1"
"1298274421","20250626","1"
"1298274421","20250627","1"
"1298274421","20250628","1"
"1298274421","20250630","1"
"1298274421","20250701","1"
"1298274421","20250702","1"
"1298274421","20250703","1"
